116.4735515	39.93811856
116.4742432	39.9739144
116.4382485	39.97056565
116.4377495	39.94840879
116.4708473	39.91727272
116.452164	39.95726443
116.4498501	39.93806166
116.4561928	39.97389455
116.4439765	39.98141234
116.4410001	39.91999505
116.4624457	39.93504276
116.4567961	39.91505603
116.4773057	39.99443111
116.4368203	39.99919995
116.4739279	39.92790046
116.4786026	39.95605615
116.4658566	39.98886786
116.4680557	40.00358104
116.4519914	40.00036089
116.464914	39.95244777
116.429064	39.96054355
116.395368	39.92512073
116.411839	39.96424984
116.423152	39.99736933
116.4228557	39.97035611
116.4113127	39.98203506
116.4221272	39.93501488
116.4015082	39.97043299
116.4091163	39.94190157
116.3862578	39.94698106
116.3943026	39.98589249
116.392239	39.96137987
116.4252481	39.94970151
116.4278765	39.92341862
116.411058	39.91968946
116.405304	40.00205111
116.388609	40.00417609
